"Month";"car_manufacturer_name";"car_modification";"year_start";"year_end";"parts_on_sale";"newly_listed_parts";"sold_in_30_days";"sold_in_60_days";"sold_parts";"unique_monthly_cookies"
2021-08-01;"car_manufacturer_43";"car_modification_898";"2013";"2017";271;39;1;1;1;53
2021-09-01;"car_manufacturer_43";"car_modification_898";"2013";"2017";339;70;0;1;3;52
2021-10-01;"car_manufacturer_43";"car_modification_898";"2013";"2017";498;171;0;1;3;61
2021-11-01;"car_manufacturer_43";"car_modification_898";"2013";"2017";660;175;2;2;2;77
2021-12-01;"car_manufacturer_43";"car_modification_898";"2013";"2017";1064;417;0;4;4;47
2022-01-01;"car_manufacturer_43";"car_modification_898";"2013";"2017";1301;291;3;4;7;60
2022-02-01;"car_manufacturer_43";"car_modification_898";"2013";"2017";1313;59;0;0;7;90
2021-05-01;"car_manufacturer_43";"car_modification_899";"2018";"";100;7;1;1;1;84
2021-06-01;"car_manufacturer_43";"car_modification_899";"2018";"";101;2;0;0;5;64
2021-07-01;"car_manufacturer_43";"car_modification_899";"2018";"";97;4;1;1;3;85
2021-08-01;"car_manufacturer_43";"car_modification_899";"2018";"";104;13;0;0;1;73
2021-09-01;"car_manufacturer_43";"car_modification_899";"2018";"";133;32;3;3;5;65
2021-10-01;"car_manufacturer_43";"car_modification_899";"2018";"";181;56;0;0;2;92
2021-11-01;"car_manufacturer_43";"car_modification_899";"2018";"";234;58;2;2;3;84
2021-12-01;"car_manufacturer_43";"car_modification_899";"2018";"";497;273;2;3;3;64
2022-01-01;"car_manufacturer_43";"car_modification_899";"2018";"";512;29;2;2;4;146
2022-02-01;"car_manufacturer_43";"car_modification_899";"2018";"";484;16;0;0;0;79
2021-05-01;"car_manufacturer_43";"car_modification_900";"2007";"2014";6;0;0;0;0;28
2021-06-01;"car_manufacturer_43";"car_modification_900";"2007";"2014";7;1;0;0;0;21
2021-07-01;"car_manufacturer_43";"car_modification_900";"2007";"2014";7;0;0;0;2;18
2021-08-01;"car_manufacturer_43";"car_modification_900";"2007";"2014";38;33;1;1;0;22
2021-09-01;"car_manufacturer_43";"car_modification_900";"2007";"2014";162;124;0;1;1;30
2021-10-01;"car_manufacturer_43";"car_modification_900";"2007";"2014";166;7;0;0;1;29
2021-11-01;"car_manufacturer_43";"car_modification_900";"2007";"2014";170;6;0;0;2;31
2021-12-01;"car_manufacturer_43";"car_modification_900";"2007";"2014";170;6;0;0;1;10
2022-01-01;"car_manufacturer_43";"car_modification_900";"2007";"2014";195;32;0;0;2;25
2022-02-01;"car_manufacturer_43";"car_modification_900";"2007";"2014";192;2;1;1;1;15
2021-05-01;"car_manufacturer_43";"car_modification_901";"2015";"";1253;321;3;4;7;236
2021-06-01;"car_manufacturer_43";"car_modification_901";"2015";"";1241;56;0;0;8;267
2021-07-01;"car_manufacturer_43";"car_modification_901";"2015";"";1227;2;0;0;12;258
2021-08-01;"car_manufacturer_43";"car_modification_901";"2015";"";1408;198;2;2;12;264
2021-09-01;"car_manufacturer_43";"car_modification_901";"2015";"";1425;38;0;0;7;277
2021-10-01;"car_manufacturer_43";"car_modification_901";"2015";"";1413;36;0;1;3;302
2021-11-01;"car_manufacturer_43";"car_modification_901";"2015";"";1448;45;0;0;10;312
2021-12-01;"car_manufacturer_43";"car_modification_901";"2015";"";1477;49;1;1;7;211
2022-01-01;"car_manufacturer_43";"car_modification_901";"2015";"";1522;78;2;2;10;274
2022-02-01;"car_manufacturer_43";"car_modification_901";"2015";"";1498;15;0;0;10;215
2021-05-01;"car_manufacturer_43";"car_modification_902";"2003";"2016";0;0;0;0;0;0
2021-06-01;"car_manufacturer_43";"car_modification_902";"2003";"2016";0;0;0;0;0;0
2021-07-01;"car_manufacturer_43";"car_modification_902";"2003";"2016";0;0;0;0;0;0
2021-08-01;"car_manufacturer_43";"car_modification_902";"2003";"2016";2;2;0;0;0;8
2021-09-01;"car_manufacturer_43";"car_modification_902";"2003";"2016";2;0;0;0;0;7
2021-10-01;"car_manufacturer_43";"car_modification_902";"2003";"2016";2;0;0;0;0;9
2021-11-01;"car_manufacturer_43";"car_modification_902";"2003";"2016";2;0;0;0;0;1
2021-12-01;"car_manufacturer_43";"car_modification_902";"2003";"2016";2;0;0;0;0;0
2022-01-01;"car_manufacturer_43";"car_modification_902";"2003";"2016";2;0;0;0;0;3
2022-02-01;"car_manufacturer_43";"car_modification_902";"2003";"2016";2;0;0;0;0;1
2021-05-01;"car_manufacturer_43";"car_modification_903";"2016";"";0;0;0;0;0;0
2021-06-01;"car_manufacturer_43";"car_modification_903";"2016";"";0;0;0;0;0;0
2021-07-01;"car_manufacturer_43";"car_modification_903";"2016";"";0;0;0;0;0;0
2021-08-01;"car_manufacturer_43";"car_modification_903";"2016";"";0;0;0;0;0;9
2021-09-01;"car_manufacturer_43";"car_modification_903";"2016";"";0;0;0;0;0;6
2021-10-01;"car_manufacturer_43";"car_modification_903";"2016";"";0;0;0;0;0;7
2021-11-01;"car_manufacturer_43";"car_modification_903";"2016";"";0;0;0;0;0;5
2021-12-01;"car_manufacturer_43";"car_modification_903";"2016";"";0;0;0;0;0;1
2022-01-01;"car_manufacturer_43";"car_modification_903";"2016";"";0;0;0;0;0;2
2022-02-01;"car_manufacturer_43";"car_modification_903";"2016";"";0;0;0;0;0;1
2021-05-01;"car_manufacturer_43";"car_modification_904";"2001";"";266;11;0;0;1;27
2021-06-01;"car_manufacturer_43";"car_modification_904";"2001";"";263;0;0;0;2;24
2021-07-01;"car_manufacturer_43";"car_modification_904";"2001";"";261;2;0;0;1;32
2021-08-01;"car_manufacturer_43";"car_modification_904";"2001";"";267;8;1;1;4;31
2021-09-01;"car_manufacturer_43";"car_modification_904";"2001";"";265;2;0;0;2;27
2021-10-01;"car_manufacturer_43";"car_modification_904";"2001";"";266;4;0;0;1;37
2021-11-01;"car_manufacturer_43";"car_modification_904";"2001";"";266;1;0;0;0;13
2021-12-01;"car_manufacturer_43";"car_modification_904";"2001";"";269;5;0;0;3;13
2022-01-01;"car_manufacturer_43";"car_modification_904";"2001";"";264;1;0;0;2;14
2022-02-01;"car_manufacturer_43";"car_modification_904";"2001";"";262;1;0;0;5;14
2021-05-01;"car_manufacturer_43";"car_modification_905";"2001";"2006";0;0;0;0;0;32
2021-06-01;"car_manufacturer_43";"car_modification_905";"2001";"2006";0;0;0;0;0;20
2021-07-01;"car_manufacturer_43";"car_modification_905";"2001";"2006";0;0;0;0;0;27
2021-08-01;"car_manufacturer_43";"car_modification_905";"2001";"2006";1;1;0;0;0;15
2021-09-01;"car_manufacturer_43";"car_modification_905";"2001";"2006";1;0;0;0;0;23
2021-10-01;"car_manufacturer_43";"car_modification_905";"2001";"2006";1;0;0;0;0;18
2021-11-01;"car_manufacturer_43";"car_modification_905";"2001";"2006";1;0;0;0;0;9
2021-12-01;"car_manufacturer_43";"car_modification_905";"2001";"2006";2;1;0;0;0;4
2022-01-01;"car_manufacturer_43";"car_modification_905";"2001";"2006";2;0;0;0;0;10
2022-02-01;"car_manufacturer_43";"car_modification_905";"2001";"2006";4;2;0;0;0;3
2021-05-01;"car_manufacturer_43";"car_modification_906";"2007";"2012";0;0;0;0;0;26
2021-06-01;"car_manufacturer_43";"car_modification_906";"2007";"2012";0;0;0;0;0;20
2021-07-01;"car_manufacturer_43";"car_modification_906";"2007";"2012";0;0;0;0;0;18
2021-08-01;"car_manufacturer_43";"car_modification_906";"2007";"2012";45;45;0;0;0;27
2021-09-01;"car_manufacturer_43";"car_modification_906";"2007";"2012";45;0;0;0;0;24
2021-10-01;"car_manufacturer_43";"car_modification_906";"2007";"2012";44;0;0;0;0;26
2021-11-01;"car_manufacturer_43";"car_modification_906";"2007";"2012";44;0;0;0;0;12
2021-12-01;"car_manufacturer_43";"car_modification_906";"2007";"2012";45;1;0;0;0;18
2022-01-01;"car_manufacturer_43";"car_modification_906";"2007";"2012";45;0;0;0;0;28
2022-02-01;"car_manufacturer_43";"car_modification_906";"2007";"2012";45;0;0;0;0;12
2021-05-01;"car_manufacturer_43";"car_modification_907";"2013";"2019";612;0;0;0;3;139
2021-06-01;"car_manufacturer_43";"car_modification_907";"2013";"2019";620;24;0;0;8;168
2021-07-01;"car_manufacturer_43";"car_modification_907";"2013";"2019";597;0;0;0;3;154
2021-08-01;"car_manufacturer_43";"car_modification_907";"2013";"2019";594;6;0;0;6;174
2021-09-01;"car_manufacturer_43";"car_modification_907";"2013";"2019";587;9;1;1;8;210
2021-10-01;"car_manufacturer_43";"car_modification_907";"2013";"2019";992;417;11;17;15;218
2021-11-01;"car_manufacturer_43";"car_modification_907";"2013";"2019";984;11;1;1;15;242
2021-12-01;"car_manufacturer_43";"car_modification_907";"2013";"2019";984;20;0;0;15;206
2022-01-01;"car_manufacturer_43";"car_modification_907";"2013";"2019";967;12;0;0;7;185
2022-02-01;"car_manufacturer_43";"car_modification_907";"2013";"2019";951;9;0;0;13;165
2021-05-01;"car_manufacturer_43";"car_modification_908";"2020";"";0;0;0;0;0;16
2021-06-01;"car_manufacturer_43";"car_modification_908";"2020";"";0;0;0;0;0;12
2021-07-01;"car_manufacturer_43";"car_modification_908";"2020";"";0;0;0;0;0;15
2021-08-01;"car_manufacturer_43";"car_modification_908";"2020";"";2;2;0;0;0;21
2021-09-01;"car_manufacturer_43";"car_modification_908";"2020";"";2;0;0;0;0;12
2021-10-01;"car_manufacturer_43";"car_modification_908";"2020";"";4;2;0;0;0;25
2021-11-01;"car_manufacturer_43";"car_modification_908";"2020";"";4;0;0;0;0;16
2021-12-01;"car_manufacturer_43";"car_modification_908";"2020";"";4;0;0;0;0;3
2022-01-01;"car_manufacturer_43";"car_modification_908";"2020";"";4;0;0;0;0;25
2022-02-01;"car_manufacturer_43";"car_modification_908";"2020";"";4;0;0;0;0;11
2021-05-01;"car_manufacturer_43";"car_modification_909";"1968";"1975";10;0;0;0;0;24
2021-06-01;"car_manufacturer_43";"car_modification_909";"1968";"1975";11;1;0;0;0;13
2021-07-01;"car_manufacturer_43";"car_modification_909";"1968";"1975";9;0;0;0;0;15
2021-08-01;"car_manufacturer_43";"car_modification_909";"1968";"1975";9;0;0;0;0;11
2021-09-01;"car_manufacturer_43";"car_modification_909";"1968";"1975";10;1;0;0;0;18
2021-10-01;"car_manufacturer_43";"car_modification_909";"1968";"1975";10;0;0;0;0;14
2021-11-01;"car_manufacturer_43";"car_modification_909";"1968";"1975";11;1;0;0;0;11
2021-12-01;"car_manufacturer_43";"car_modification_909";"1968";"1975";11;0;0;0;0;1
2022-01-01;"car_manufacturer_43";"car_modification_909";"1968";"1975";10;0;0;0;0;20
2022-02-01;"car_manufacturer_43";"car_modification_909";"1968";"1975";10;0;0;0;0;5
2021-05-01;"car_manufacturer_43";"car_modification_910";"1975";"1980";2;0;0;0;0;52
2021-06-01;"car_manufacturer_43";"car_modification_910";"1975";"1980";2;0;0;0;0;20
2021-07-01;"car_manufacturer_43";"car_modification_910";"1975";"1980";2;0;0;0;0;14
2021-08-01;"car_manufacturer_43";"car_modification_910";"1975";"1980";3;1;0;0;0;13
2021-09-01;"car_manufacturer_43";"car_modification_910";"1975";"1980";3;0;0;0;0;16
2021-10-01;"car_manufacturer_43";"car_modification_910";"1975";"1980";3;0;0;0;0;20
2021-11-01;"car_manufacturer_43";"car_modification_910";"1975";"1980";8;5;0;0;0;10
2021-12-01;"car_manufacturer_43";"car_modification_910";"1975";"1980";8;0;0;0;0;3
2022-01-01;"car_manufacturer_43";"car_modification_910";"1975";"1980";8;0;0;0;0;16
2022-02-01;"car_manufacturer_43";"car_modification_910";"1975";"1980";10;2;0;0;0;5
2021-05-01;"car_manufacturer_43";"car_modification_911";"1980";"1986";79;0;0;0;0;43
2021-06-01;"car_manufacturer_43";"car_modification_911";"1980";"1986";72;1;0;0;0;23
2021-07-01;"car_manufacturer_43";"car_modification_911";"1980";"1986";72;0;0;0;0;27
2021-08-01;"car_manufacturer_43";"car_modification_911";"1980";"1986";82;10;0;0;0;29
2021-09-01;"car_manufacturer_43";"car_modification_911";"1980";"1986";82;0;0;0;0;28
2021-10-01;"car_manufacturer_43";"car_modification_911";"1980";"1986";82;0;0;0;0;24
2021-11-01;"car_manufacturer_43";"car_modification_911";"1980";"1986";91;10;0;0;0;18
2021-12-01;"car_manufacturer_43";"car_modification_911";"1980";"1986";92;1;0;0;0;17
2022-01-01;"car_manufacturer_43";"car_modification_911";"1980";"1986";96;4;0;0;2;25
2022-02-01;"car_manufacturer_43";"car_modification_911";"1980";"1986";100;6;0;1;0;20
2021-05-01;"car_manufacturer_43";"car_modification_912";"1986";"1990";375;0;0;0;0;66
2021-06-01;"car_manufacturer_43";"car_modification_912";"1986";"1990";337;5;0;0;0;37
2021-07-01;"car_manufacturer_43";"car_modification_912";"1986";"1990";336;2;0;0;0;30
2021-08-01;"car_manufacturer_43";"car_modification_912";"1986";"1990";338;3;0;0;2;37
2021-09-01;"car_manufacturer_43";"car_modification_912";"1986";"1990";346;11;1;1;2;46
2021-10-01;"car_manufacturer_43";"car_modification_912";"1986";"1990";360;17;0;0;1;52
2021-11-01;"car_manufacturer_43";"car_modification_912";"1986";"1990";376;20;1;1;2;54
2021-12-01;"car_manufacturer_43";"car_modification_912";"1986";"1990";383;12;0;0;0;49
2022-01-01;"car_manufacturer_43";"car_modification_912";"1986";"1990";390;8;0;0;3;46
2022-02-01;"car_manufacturer_43";"car_modification_912";"1986";"1990";448;65;0;0;1;34
2021-05-01;"car_manufacturer_43";"car_modification_913";"1990";"1995";2422;22;0;0;0;77
2021-06-01;"car_manufacturer_43";"car_modification_913";"1990";"1995";2126;47;0;3;1;41
2021-07-01;"car_manufacturer_43";"car_modification_913";"1990";"1995";2152;31;0;0;5;64
2021-08-01;"car_manufacturer_43";"car_modification_913";"1990";"1995";2196;54;0;0;1;54
2021-09-01;"car_manufacturer_43";"car_modification_913";"1990";"1995";2236;48;0;0;1;48
2021-10-01;"car_manufacturer_43";"car_modification_913";"1990";"1995";2259;36;0;0;5;75
2021-11-01;"car_manufacturer_43";"car_modification_913";"1990";"1995";2416;169;0;1;0;51
2021-12-01;"car_manufacturer_43";"car_modification_913";"1990";"1995";2448;35;1;1;1;39
2022-01-01;"car_manufacturer_43";"car_modification_913";"1990";"1995";2471;33;2;2;10;80
2022-02-01;"car_manufacturer_43";"car_modification_913";"1990";"1995";2548;96;0;0;5;62
2021-05-01;"car_manufacturer_43";"car_modification_914";"1995";"2004";1766;44;0;0;1;70
2021-06-01;"car_manufacturer_43";"car_modification_914";"1995";"2004";1676;45;0;0;2;49
2021-07-01;"car_manufacturer_43";"car_modification_914";"1995";"2004";1691;23;1;1;1;60
2021-08-01;"car_manufacturer_43";"car_modification_914";"1995";"2004";1691;5;0;0;4;75
2021-09-01;"car_manufacturer_43";"car_modification_914";"1995";"2004";1762;82;0;0;2;62
2021-10-01;"car_manufacturer_43";"car_modification_914";"1995";"2004";1802;48;0;0;2;70
2021-11-01;"car_manufacturer_43";"car_modification_914";"1995";"2004";1914;126;1;1;3;68
2021-12-01;"car_manufacturer_43";"car_modification_914";"1995";"2004";1933;32;0;0;3;70
2022-01-01;"car_manufacturer_43";"car_modification_914";"1995";"2004";1941;23;0;0;0;58
2022-02-01;"car_manufacturer_43";"car_modification_914";"1995";"2004";2022;90;0;1;2;51
2021-05-01;"car_manufacturer_43";"car_modification_915";"1997";"2002";1;0;0;0;0;16
2021-06-01;"car_manufacturer_43";"car_modification_915";"1997";"2002";1;0;0;0;0;9
2021-07-01;"car_manufacturer_43";"car_modification_915";"1997";"2002";1;0;0;0;0;14
2021-08-01;"car_manufacturer_43";"car_modification_915";"1997";"2002";1;0;0;0;0;14
2021-09-01;"car_manufacturer_43";"car_modification_915";"1997";"2002";1;0;0;0;0;14
2021-10-01;"car_manufacturer_43";"car_modification_915";"1997";"2002";1;0;0;0;0;23
2021-11-01;"car_manufacturer_43";"car_modification_915";"1997";"2002";1;0;0;0;0;5
2021-12-01;"car_manufacturer_43";"car_modification_915";"1997";"2002";1;0;0;0;0;3
2022-01-01;"car_manufacturer_43";"car_modification_915";"1997";"2002";1;0;0;0;0;11
2022-02-01;"car_manufacturer_43";"car_modification_915";"1997";"2002";2;1;0;0;0;1
2021-05-01;"car_manufacturer_43";"car_modification_916";"2003";"2006";1;0;0;0;0;13
2021-06-01;"car_manufacturer_43";"car_modification_916";"2003";"2006";1;0;0;0;0;11
2021-07-01;"car_manufacturer_43";"car_modification_916";"2003";"2006";1;0;0;0;0;11
2021-08-01;"car_manufacturer_43";"car_modification_916";"2003";"2006";1;0;0;0;0;16
2021-09-01;"car_manufacturer_43";"car_modification_916";"2003";"2006";1;0;0;0;0;20
2021-10-01;"car_manufacturer_43";"car_modification_916";"2003";"2006";1;0;0;0;0;19
2021-11-01;"car_manufacturer_43";"car_modification_916";"2003";"2006";1;0;0;0;0;14
2021-12-01;"car_manufacturer_43";"car_modification_916";"2003";"2006";13;12;0;0;0;3
2022-01-01;"car_manufacturer_43";"car_modification_916";"2003";"2006";13;0;0;0;0;13
2022-02-01;"car_manufacturer_43";"car_modification_916";"2003";"2006";13;0;0;0;0;1
2021-05-01;"car_manufacturer_43";"car_modification_917";"2007";"";0;0;0;0;0;15
2021-06-01;"car_manufacturer_43";"car_modification_917";"2007";"";0;0;0;0;0;18
2021-07-01;"car_manufacturer_43";"car_modification_917";"2007";"";0;0;0;0;0;9
2021-08-01;"car_manufacturer_43";"car_modification_917";"2007";"";0;0;0;0;0;12
2021-09-01;"car_manufacturer_43";"car_modification_917";"2007";"";0;0;0;0;0;13
2021-10-01;"car_manufacturer_43";"car_modification_917";"2007";"";0;0;0;0;0;22
2021-11-01;"car_manufacturer_43";"car_modification_917";"2007";"";0;0;0;0;0;2
2021-12-01;"car_manufacturer_43";"car_modification_917";"2007";"";1;1;0;0;0;2
2022-01-01;"car_manufacturer_43";"car_modification_917";"2007";"";1;0;0;0;0;3
2022-02-01;"car_manufacturer_43";"car_modification_917";"2007";"";3;2;0;0;0;1
2021-05-01;"car_manufacturer_43";"car_modification_918";"";"";937;25;0;0;0;136
2021-06-01;"car_manufacturer_43";"car_modification_918";"";"";942;32;0;0;3;123
2021-07-01;"car_manufacturer_43";"car_modification_918";"";"";945;6;0;0;4;116
2021-08-01;"car_manufacturer_43";"car_modification_918";"";"";944;4;0;0;4;165
2021-09-01;"car_manufacturer_43";"car_modification_918";"";"";948;9;0;0;6;163
2021-10-01;"car_manufacturer_43";"car_modification_918";"";"";1078;138;0;1;10;182
2021-11-01;"car_manufacturer_43";"car_modification_918";"";"";1107;50;0;0;12;198
2021-12-01;"car_manufacturer_43";"car_modification_918";"";"";1176;90;3;3;12;106
2022-01-01;"car_manufacturer_43";"car_modification_918";"";"";1182;27;0;0;7;186
2022-02-01;"car_manufacturer_43";"car_modification_918";"";"";1183;27;0;0;15;162
2021-05-01;"car_manufacturer_43";"car_modification_919";"";"";0;0;0;0;0;29
2021-06-01;"car_manufacturer_43";"car_modification_919";"";"";0;0;0;0;0;20
2021-07-01;"car_manufacturer_43";"car_modification_919";"";"";0;0;0;0;0;14
2021-08-01;"car_manufacturer_43";"car_modification_919";"";"";0;0;0;0;0;11
2021-09-01;"car_manufacturer_43";"car_modification_919";"";"";0;0;0;0;0;14
2021-10-01;"car_manufacturer_43";"car_modification_919";"";"";0;0;0;0;0;18
2021-11-01;"car_manufacturer_43";"car_modification_919";"";"";1;1;0;0;0;9
2021-12-01;"car_manufacturer_43";"car_modification_919";"";"";1;0;0;0;0;1
2022-01-01;"car_manufacturer_43";"car_modification_919";"";"";0;0;0;0;0;18
2022-02-01;"car_manufacturer_43";"car_modification_919";"";"";0;0;0;0;0;4
2021-05-01;"car_manufacturer_43";"car_modification_920";"";"";12;0;0;0;0;92
2021-06-01;"car_manufacturer_43";"car_modification_920";"";"";83;71;0;0;0;67
2021-07-01;"car_manufacturer_43";"car_modification_920";"";"";180;97;0;1;0;75
2021-08-01;"car_manufacturer_43";"car_modification_920";"";"";245;66;0;1;0;101
2021-09-01;"car_manufacturer_43";"car_modification_920";"";"";271;29;0;0;1;107
2021-10-01;"car_manufacturer_43";"car_modification_920";"";"";451;190;0;1;2;163
2021-11-01;"car_manufacturer_43";"car_modification_920";"";"";449;8;0;0;3;178
2021-12-01;"car_manufacturer_43";"car_modification_920";"";"";534;104;1;1;3;118
2022-01-01;"car_manufacturer_43";"car_modification_920";"";"";596;79;0;0;2;154
2022-02-01;"car_manufacturer_43";"car_modification_920";"";"";603;34;0;0;3;202
2021-05-01;"car_manufacturer_43";"car_modification_921";"";"";15;0;0;0;0;20
2021-06-01;"car_manufacturer_43";"car_modification_921";"";"";15;0;0;0;0;44
2021-07-01;"car_manufacturer_43";"car_modification_921";"";"";14;0;0;0;1;25
2021-08-01;"car_manufacturer_43";"car_modification_921";"";"";13;0;0;0;0;25
2021-09-01;"car_manufacturer_43";"car_modification_921";"";"";13;0;0;0;0;28
2021-10-01;"car_manufacturer_43";"car_modification_921";"";"";13;0;0;0;0;18
2021-11-01;"car_manufacturer_43";"car_modification_921";"";"";14;1;0;0;0;14
2021-12-01;"car_manufacturer_43";"car_modification_921";"";"";14;0;0;0;0;12
2022-01-01;"car_manufacturer_43";"car_modification_921";"";"";13;0;0;0;0;24
2022-02-01;"car_manufacturer_43";"car_modification_921";"";"";29;17;0;0;0;11
2021-05-01;"car_manufacturer_43";"car_modification_922";"";"";1;0;0;0;0;16
2021-06-01;"car_manufacturer_43";"car_modification_922";"";"";1;0;0;0;0;24
2021-07-01;"car_manufacturer_43";"car_modification_922";"";"";1;0;0;0;0;16
2021-08-01;"car_manufacturer_43";"car_modification_922";"";"";1;0;0;0;0;23
2021-09-01;"car_manufacturer_43";"car_modification_922";"";"";1;0;0;0;0;23
2021-10-01;"car_manufacturer_43";"car_modification_922";"";"";1;0;0;0;0;17
2021-11-01;"car_manufacturer_43";"car_modification_922";"";"";1;0;0;0;0;8
2021-12-01;"car_manufacturer_43";"car_modification_922";"";"";1;0;0;0;0;2
2022-01-01;"car_manufacturer_43";"car_modification_922";"";"";1;0;0;0;0;14
2022-02-01;"car_manufacturer_43";"car_modification_922";"";"";1;0;0;0;0;3
2021-05-01;"car_manufacturer_43";"car_modification_923";"";"";0;0;0;0;0;30
2021-06-01;"car_manufacturer_43";"car_modification_923";"";"";0;0;0;0;0;11
2021-07-01;"car_manufacturer_43";"car_modification_923";"";"";0;0;0;0;0;11
2021-08-01;"car_manufacturer_43";"car_modification_923";"";"";0;0;0;0;0;10
2021-09-01;"car_manufacturer_43";"car_modification_923";"";"";0;0;0;0;0;9
2021-10-01;"car_manufacturer_43";"car_modification_923";"";"";2;2;0;0;0;10
2021-11-01;"car_manufacturer_43";"car_modification_923";"";"";1;0;0;0;0;2
2021-12-01;"car_manufacturer_43";"car_modification_923";"";"";0;0;0;0;0;0
2022-01-01;"car_manufacturer_43";"car_modification_923";"";"";0;0;0;0;0;3
2022-02-01;"car_manufacturer_43";"car_modification_923";"";"";0;0;0;0;0;1
2021-05-01;"car_manufacturer_43";"car_modification_924";"1988";"2007";0;0;0;0;0;17
2021-06-01;"car_manufacturer_43";"car_modification_924";"1988";"2007";0;0;0;0;0;17
2021-07-01;"car_manufacturer_43";"car_modification_924";"1988";"2007";0;0;0;0;0;24
2021-08-01;"car_manufacturer_43";"car_modification_924";"1988";"2007";0;0;0;0;0;21
2021-09-01;"car_manufacturer_43";"car_modification_924";"1988";"2007";0;0;0;0;0;12
2021-10-01;"car_manufacturer_43";"car_modification_924";"1988";"2007";0;0;0;0;0;16
2021-11-01;"car_manufacturer_43";"car_modification_924";"1988";"2007";0;0;0;0;0;16
2021-12-01;"car_manufacturer_43";"car_modification_924";"1988";"2007";0;0;0;0;0;2
2022-01-01;"car_manufacturer_43";"car_modification_924";"1988";"2007";0;0;0;0;0;11
2022-02-01;"car_manufacturer_43";"car_modification_924";"1988";"2007";0;0;0;0;0;4
2021-05-01;"car_manufacturer_43";"car_modification_925";"1984";"1988";345;7;0;0;0;40
2021-06-01;"car_manufacturer_43";"car_modification_925";"1984";"1988";334;5;0;0;0;22
2021-07-01;"car_manufacturer_43";"car_modification_925";"1984";"1988";322;1;0;0;0;31
2021-08-01;"car_manufacturer_43";"car_modification_925";"1984";"1988";321;3;0;0;0;52
2021-09-01;"car_manufacturer_43";"car_modification_925";"1984";"1988";321;0;0;0;0;36
2021-10-01;"car_manufacturer_43";"car_modification_925";"1984";"1988";317;0;0;0;3;23
2021-11-01;"car_manufacturer_43";"car_modification_925";"1984";"1988";320;9;0;0;0;13
2021-12-01;"car_manufacturer_43";"car_modification_925";"1984";"1988";321;2;0;0;1;21
2022-01-01;"car_manufacturer_43";"car_modification_925";"1984";"1988";322;7;0;0;0;22
2022-02-01;"car_manufacturer_43";"car_modification_925";"1984";"1988";332;13;0;1;2;27
2021-05-01;"car_manufacturer_43";"car_modification_926";"1989";"1995";2213;35;0;1;4;91
2021-06-01;"car_manufacturer_43";"car_modification_926";"1989";"1995";2026;22;1;1;2;59
2021-07-01;"car_manufacturer_43";"car_modification_926";"1989";"1995";2040;23;0;0;3;71
2021-08-01;"car_manufacturer_43";"car_modification_926";"1989";"1995";2037;6;0;0;3;39
2021-09-01;"car_manufacturer_43";"car_modification_926";"1989";"1995";2039;18;0;0;1;45
2021-10-01;"car_manufacturer_43";"car_modification_926";"1989";"1995";2049;19;0;0;1;54
2021-11-01;"car_manufacturer_43";"car_modification_926";"1989";"1995";2094;57;0;0;1;48
2021-12-01;"car_manufacturer_43";"car_modification_926";"1989";"1995";2084;4;1;1;2;49
2022-01-01;"car_manufacturer_43";"car_modification_926";"1989";"1995";2103;31;0;0;2;71
2022-02-01;"car_manufacturer_43";"car_modification_926";"1989";"1995";2181;88;0;0;0;33
2021-05-01;"car_manufacturer_43";"car_modification_927";"1995";"2000";2700;49;0;0;4;129
2021-06-01;"car_manufacturer_43";"car_modification_927";"1995";"2000";2447;78;0;0;2;77
2021-07-01;"car_manufacturer_43";"car_modification_927";"1995";"2000";2455;21;1;1;5;91
2021-08-01;"car_manufacturer_43";"car_modification_927";"1995";"2000";2466;19;0;0;8;77
2021-09-01;"car_manufacturer_43";"car_modification_927";"1995";"2000";2604;149;0;0;3;108
2021-10-01;"car_manufacturer_43";"car_modification_927";"1995";"2000";2695;103;0;1;4;106
2021-11-01;"car_manufacturer_43";"car_modification_927";"1995";"2000";2785;111;0;0;2;92
2021-12-01;"car_manufacturer_43";"car_modification_927";"1995";"2000";2802;37;0;0;8;85
2022-01-01;"car_manufacturer_43";"car_modification_927";"1995";"2000";2837;64;0;0;2;223
2022-02-01;"car_manufacturer_43";"car_modification_927";"1995";"2000";2953;145;0;0;2;51
2021-05-01;"car_manufacturer_43";"car_modification_928";"2000";"2001";115;14;1;1;0;64
2021-06-01;"car_manufacturer_43";"car_modification_928";"2000";"2001";115;3;0;0;2;59
2021-07-01;"car_manufacturer_43";"car_modification_928";"2000";"2001";120;9;0;0;1;51
2021-08-01;"car_manufacturer_43";"car_modification_928";"2000";"2001";125;6;0;0;0;36
2021-09-01;"car_manufacturer_43";"car_modification_928";"2000";"2001";177;52;0;0;1;57
2021-10-01;"car_manufacturer_43";"car_modification_928";"2000";"2001";200;24;0;0;0;47
2021-11-01;"car_manufacturer_43";"car_modification_928";"2000";"2001";201;8;0;0;0;70
2021-12-01;"car_manufacturer_43";"car_modification_928";"2000";"2001";222;22;0;0;3;42
2022-01-01;"car_manufacturer_43";"car_modification_928";"2000";"2001";292;74;2;2;2;70
2022-02-01;"car_manufacturer_43";"car_modification_928";"2000";"2001";413;126;0;1;3;44
2021-05-01;"car_manufacturer_43";"car_modification_929";"2002";"2005";4059;78;2;4;21;379
